"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"10.09.2019","116,87","116,30","117,27","115,73","14,33M","1,27%"
"09.09.2019","115,40","113,71","116,06","113,60","13,99M","2,48%"
"06.09.2019","112,61","112,66","112,98","111,96","7,84M","0,21%"
"05.09.2019","112,37","111,25","113,72","111,20","13,23M","2,28%"
"04.09.2019","109,87","109,45","110,22","108,56","6,94M","1,21%"
"03.09.2019","108,56","108,98","108,99","107,32","9,87M","-1,18%"
"30.08.2019","109,86","109,84","110,56","109,47","10,17M","0,59%"
"29.08.2019","109,22","108,14","109,89","108,02","10,00M","2,27%"
"28.08.2019","106,80","105,08","107,21","105,04","10,59M","1,00%"
"27.08.2019","105,74","107,35","107,56","104,84","14,34M","-1,06%"
"26.08.2019","106,87","106,62","106,99","106,01","8,21M","0,80%"
"23.08.2019","106,02","108,00","108,78","105,11","14,76M","-2,48%"
"22.08.2019","108,72","108,37","109,27","107,93","9,34M","1,03%"
"21.08.2019","107,61","108,21","108,43","107,44","8,19M","0,28%"
"20.08.2019","107,31","107,85","108,44","107,24","8,38M","-1,27%"
"19.08.2019","108,69","109,63","109,75","108,42","8,27M","0,90%"
"16.08.2019","107,72","106,37","107,98","105,87","11,83M","2,40%"
"15.08.2019","105,20","104,82","106,38","104,34","13,37M","0,38%"
"14.08.2019","104,80","106,30","106,91","104,45","19,49M","-4,15%"
"13.08.2019","109,34","107,95","110,33","107,03","12,24M","1,54%"
"12.08.2019","107,68","108,44","108,51","107,21","9,39M","-1,88%"
"09.08.2019","109,74","109,35","110,44","108,29","9,98M","-0,11%"
"08.08.2019","109,86","109,05","110,08","108,72","10,90M","1,69%"
"07.08.2019","108,03","108,00","108,28","105,94","17,32M","-2,17%"
"06.08.2019","110,43","110,05","110,50","108,34","10,20M","0,78%"
"05.08.2019","109,57","110,79","110,98","108,27","15,86M","-2,98%"
"02.08.2019","112,93","112,40","113,43","111,40","11,03M","-0,01%"
"01.08.2019","112,94","115,33","116,80","112,59","15,66M","-2,64%"
"31.07.2019","116,00","116,10","116,18","114,86","13,65M","0,35%"
"30.07.2019","115,59","115,19","116,08","114,76","7,12M","-0,22%"
"29.07.2019","115,85","116,46","117,18","115,79","8,50M","-0,32%"
"26.07.2019","116,22","115,77","116,51","115,53","12,80M","0,44%"
"25.07.2019","115,71","116,89","117,24","115,31","10,14M","-0,96%"
"24.07.2019","116,83","115,58","116,88","115,52","10,01M","0,40%"
"23.07.2019","116,36","114,88","116,45","114,82","12,75M","1,83%"
"22.07.2019","114,27","112,91","114,45","112,77","9,06M","0,64%"
"19.07.2019","113,54","114,89","115,12","113,40","10,40M","-0,99%"
"18.07.2019","114,67","113,93","115,07","113,55","9,40M","0,60%"
"17.07.2019","113,99","114,43","114,94","113,73","13,12M","-0,98%"
"16.07.2019","115,12","113,48","115,50","112,92","16,94M","1,07%"
"15.07.2019","113,90","115,54","115,57","113,53","12,95M","-1,21%"
"12.07.2019","115,30","114,13","115,35","113,93","10,78M","1,05%"
"11.07.2019","114,10","113,37","114,36","113,12","11,60M","0,96%"
"10.07.2019","113,02","113,37","113,83","112,74","9,24M","-0,29%"
"09.07.2019","113,35","112,28","113,49","112,15","8,95M","0,43%"
"08.07.2019","112,87","112,96","113,48","112,50","6,92M","-0,55%"
"05.07.2019","113,49","113,51","114,27","112,92","7,93M","0,59%"
"03.07.2019","112,82","113,34","113,87","112,26","6,85M","-0,86%"
"02.07.2019","113,80","113,51","114,20","113,22","10,18M","0,11%"
"01.07.2019","113,68","113,23","114,52","113,08","12,76M","1,68%"
"28.06.2019","111,80","111,04","112,43","110,90","21,63M","2,72%"
"27.06.2019","108,84","108,84","109,55","108,44","10,91M","0,33%"
"26.06.2019","108,48","108,30","109,31","108,16","10,32M","0,67%"
"25.06.2019","107,76","108,68","108,98","107,67","18,66M","-0,83%"
"24.06.2019","108,66","109,28","109,77","108,53","13,04M","-0,71%"
"21.06.2019","109,44","110,19","111,67","109,09","27,09M","-0,68%"
"20.06.2019","110,19","110,88","111,08","109,03","13,64M","0,25%"
"19.06.2019","109,91","110,82","111,59","109,69","13,13M","-0,72%"
"18.06.2019","110,71","109,01","111,41","108,98","11,06M","1,36%"
"17.06.2019","109,22","109,70","110,37","109,06","8,13M","-0,55%"
"14.06.2019","109,82","109,57","110,30","108,63","9,08M","0,26%"
"13.06.2019","109,54","109,46","110,16","109,05","8,41M","0,25%"
"12.06.2019","109,27","110,70","110,90","108,89","9,67M","-1,27%"
"11.06.2019","110,68","110,82","111,57","110,37","9,85M","0,31%"
"10.06.2019","110,34","110,75","111,21","110,22","11,38M","1,08%"
"07.06.2019","109,16","109,70","110,02","108,96","10,62M","-1,10%"
"06.06.2019","110,37","110,15","110,87","108,93","8,73M","0,22%"
"05.06.2019","110,13","109,86","110,38","108,64","8,34M","0,36%"
"04.06.2019","109,74","107,85","109,90","107,13","12,86M","3,08%"
"03.06.2019","106,46","105,80","106,86","105,30","11,68M","0,47%"
"31.05.2019","105,96","105,56","106,59","104,84","10,95M","-1,03%"
"30.05.2019","107,06","108,65","109,18","106,54","10,37M","-1,07%"
"29.05.2019","108,22","107,45","108,40","107,06","9,97M","-0,28%"
"28.05.2019","108,52","109,20","109,83","108,44","11,67M","-1,08%"
"24.05.2019","109,71","109,52","109,96","109,19","8,54M","0,98%"
"23.05.2019","108,64","109,64","109,79","107,50","14,56M","-1,97%"
"22.05.2019","110,82","111,40","111,79","110,75","7,92M","-0,81%"
"21.05.2019","111,73","111,44","111,92","111,22","7,97M","0,34%"
"20.05.2019","111,35","110,58","111,81","110,37","8,52M","0,52%"
"17.05.2019","110,77","110,00","111,75","109,83","9,57M","-0,49%"
"16.05.2019","111,31","110,62","112,17","110,59","9,67M","1,28%"
"15.05.2019","109,90","109,21","110,90","108,61","10,14M","-0,38%"
"14.05.2019","110,32","109,55","111,72","109,50","10,50M","0,79%"
"13.05.2019","109,45","110,08","110,45","108,98","13,78M","-2,72%"
"10.05.2019","112,51","111,75","112,84","110,54","13,19M","-0,01%"
"09.05.2019","112,52","111,14","112,74","110,58","12,21M","-0,08%"
"08.05.2019","112,61","112,66","113,67","112,46","9,58M","-0,53%"
"07.05.2019","113,21","114,03","114,03","112,28","15,02M","-1,63%"
"06.05.2019","115,09","114,18","115,47","113,72","9,39M","-0,89%"
"03.05.2019","116,12","116,00","116,68","115,67","8,19M","0,62%"
"02.05.2019","115,41","115,17","115,78","114,58","8,61M","0,22%"
"01.05.2019","115,16","115,72","117,00","115,11","10,41M","-0,77%"
"30.04.2019","116,05","116,43","116,72","115,26","11,39M","-0,06%"
"29.04.2019","116,12","114,60","117,16","114,44","14,24M","1,44%"
"26.04.2019","114,47","113,95","114,58","113,60","7,89M","0,76%"
"25.04.2019","113,61","113,01","114,14","112,50","9,31M","0,05%"
"24.04.2019","113,55","113,26","114,15","112,81","9,25M","-0,17%"
"23.04.2019","113,74","113,00","114,37","112,85","9,19M","0,12%"
"22.04.2019","113,60","112,83","113,93","112,66","7,98M","0,12%"
"18.04.2019","113,46","114,53","114,94","113,33","12,50M","-0,73%"
"17.04.2019","114,30","111,70","114,66","111,01","17,79M","2,88%"
"16.04.2019","111,10","109,90","111,39","109,86","11,58M","1,06%"
"15.04.2019","109,94","110,92","111,00","109,12","15,16M","-1,14%"
"12.04.2019","111,21","109,44","111,85","108,88","25,83M","4,69%"
"11.04.2019","106,23","105,71","106,73","105,56","11,18M","0,84%"
"10.04.2019","105,34","105,13","105,72","104,47","10,88M","0,45%"
"09.04.2019","104,87","105,08","105,20","104,25","9,09M","-0,74%"
"08.04.2019","105,65","105,11","105,65","104,91","8,06M","0,32%"
"05.04.2019","105,31","105,80","106,11","104,99","9,93M","-0,24%"
"04.04.2019","105,56","104,55","105,73","104,45","11,95M","0,20%"
"03.04.2019","105,35","105,81","106,36","104,78","11,50M","0,20%"
"02.04.2019","105,14","104,60","105,44","104,33","10,30M","0,48%"
"01.04.2019","104,64","102,15","104,68","102,12","17,50M","3,37%"
"29.03.2019","101,23","101,54","101,99","100,58","14,52M","0,52%"
"28.03.2019","100,71","100,00","100,80","99,74","12,45M","1,13%"
"27.03.2019","99,58","99,88","100,45","99,08","12,75M","-0,34%"
"26.03.2019","99,92","99,82","100,40","98,82","15,99M","1,00%"
"25.03.2019","98,93","99,59","100,57","98,09","21,03M","-0,83%"
"22.03.2019","99,76","101,82","102,32","99,52","31,12M","-3,02%"
"21.03.2019","102,87","103,49","103,49","102,28","19,75M","-1,58%"
"20.03.2019","104,52","106,43","106,65","104,41","14,92M","-2,13%"
"19.03.2019","106,80","108,20","108,40","106,55","12,89M","-0,36%"
"18.03.2019","107,19","106,55","107,78","106,50","12,94M","0,60%"
"15.03.2019","106,55","105,41","106,80","105,23","24,81M","1,15%"
"14.03.2019","105,34","104,50","105,87","104,46","10,93M","0,91%"
"13.03.2019","104,39","104,19","104,98","103,95","13,02M","0,34%"
"12.03.2019","104,04","104,59","104,79","103,75","10,22M","-0,30%"
"11.03.2019","104,35","103,98","104,55","103,66","9,76M","1,30%"
"08.03.2019","103,01","101,99","103,23","101,99","10,58M","0,04%"
"07.03.2019","102,97","103,25","103,47","102,16","12,71M","-0,72%"
"06.03.2019","103,72","103,86","104,57","103,55","9,07M","-0,37%"
"05.03.2019","104,11","104,13","104,55","103,26","10,86M","-0,08%"
"04.03.2019","104,19","104,92","105,92","103,27","12,47M","-0,23%"
"01.03.2019","104,43","105,10","105,91","104,20","13,81M","0,07%"
"28.02.2019","104,36","105,01","105,21","104,18","15,16M","-0,76%"
"27.02.2019","105,16","105,18","105,38","104,50","9,97M","-0,12%"
"26.02.2019","105,29","104,50","105,47","103,94","15,47M","-0,76%"
"25.02.2019","106,10","105,75","107,27","105,69","11,23M","1,05%"
"22.02.2019","105,00","105,70","106,09","104,78","10,65M","-0,45%"
"21.02.2019","105,47","105,45","105,99","104,96","8,40M","-0,21%"
"20.02.2019","105,69","105,21","105,80","104,88","10,03M","0,48%"
"19.02.2019","105,18","104,91","105,37","103,81","12,76M","-0,35%"
"15.02.2019","105,55","103,90","105,70","103,66","14,72M","3,06%"
"14.02.2019","102,42","102,47","103,10","101,35","11,52M","-0,65%"
"13.02.2019","103,09","102,90","103,85","102,90","10,75M","0,48%"
"12.02.2019","102,60","101,95","102,92","101,89","12,85M","1,70%"
"11.02.2019","100,88","101,76","102,01","100,77","10,98M","-0,47%"
"08.02.2019","101,36","102,08","102,33","100,06","12,89M","-1,00%"
"07.02.2019","102,38","103,25","103,50","101,44","13,18M","-1,31%"
"06.02.2019","103,74","103,71","104,62","103,47","8,74M","-0,05%"
"05.02.2019","103,79","104,52","104,55","103,29","12,76M","-0,44%"
"04.02.2019","104,25","103,79","104,25","103,01","9,87M","0,36%"
"01.02.2019","103,88","104,00","104,85","103,52","13,00M","0,37%"
"31.01.2019","103,50","103,41","103,80","102,73","17,52M","-0,87%"
"30.01.2019","104,41","104,14","105,24","103,78","12,53M","0,23%"
"29.01.2019","104,17","103,88","105,11","103,73","9,74M","0,28%"
"28.01.2019","103,88","102,89","104,24","102,59","12,28M","0,47%"
"25.01.2019","103,39","103,51","104,31","102,74","14,41M","0,63%"
"24.01.2019","102,74","102,13","103,09","101,94","11,30M","0,06%"
"23.01.2019","102,68","103,44","103,70","101,97","12,15M","-0,25%"
"22.01.2019","102,94","103,08","103,59","102,13","17,08M","-1,58%"
"18.01.2019","104,59","103,77","104,90","102,83","16,43M","1,62%"
"17.01.2019","102,92","102,11","103,50","101,92","14,25M","0,41%"
"16.01.2019","102,50","102,25","103,45","101,80","18,53M","0,81%"
"15.01.2019","101,68","98,89","102,47","98,60","26,50M","0,73%"
"14.01.2019","100,94","98,87","101,36","98,66","21,26M","1,03%"
"11.01.2019","99,91","99,89","100,17","98,95","15,44M","-0,48%"
"10.01.2019","100,39","100,02","100,73","99,27","14,38M","-0,01%"
"09.01.2019","100,40","100,81","101,49","99,93","14,23M","-0,17%"
"08.01.2019","100,57","101,63","101,82","99,55","13,58M","-0,19%"
"07.01.2019","100,76","100,43","101,47","99,71","15,43M","0,07%"
"04.01.2019","100,69","99,11","100,93","98,28","16,94M","3,69%"
"03.01.2019","97,11","98,64","98,89","96,69","16,29M","-2,22%"
"02.01.2019","99,31","95,95","99,78","95,94","15,67M","1,73%"
"31.12.2018","97,62","97,59","98,81","96,77","13,24M","0,82%"
"28.12.2018","96,83","97,95","98,32","96,44","17,96M","-0,22%"
"27.12.2018","97,04","94,82","97,15","93,55","20,30M","1,13%"
"26.12.2018","95,96","92,69","95,96","91,11","22,54M","4,15%"
"24.12.2018","92,14","92,89","94,22","92,14","17,01M","-2,16%"
"21.12.2018","94,17","96,68","98,43","93,69","41,31M","-2,36%"
"20.12.2018","96,45","96,61","98,28","95,69","31,83M","-0,86%"
"19.12.2018","97,29","98,41","100,58","96,60","28,77M","-1,27%"
"18.12.2018","98,54","99,42","100,89","98,12","20,84M","-0,47%"
"17.12.2018","99,01","99,77","100,56","98,44","25,11M","-1,28%"
"14.12.2018","100,29","99,99","101,94","99,86","19,88M","-0,82%"
"13.12.2018","101,12","101,55","101,97","100,67","17,25M","0,10%"
"12.12.2018","101,02","101,66","102,90","100,06","22,62M","0,65%"
"11.12.2018","100,37","103,13","103,66","100,21","16,86M","-0,98%"
"10.12.2018","101,36","102,87","103,49","99,28","23,64M","-1,87%"
"07.12.2018","103,29","105,16","106,98","102,91","19,25M","-1,81%"
"06.12.2018","105,19","105,01","105,36","102,88","27,21M","-1,90%"
"04.12.2018","107,23","111,60","111,60","106,73","23,56M","-4,46%"
"03.12.2018","112,24","112,38","112,89","111,74","16,03M","0,94%"
"30.11.2018","111,19","109,85","111,32","109,58","18,65M","1,03%"
"29.11.2018","110,06","110,27","110,80","109,64","11,14M","-0,79%"
"28.11.2018","110,94","109,80","111,40","108,87","13,98M","1,11%"
"27.11.2018","109,72","108,76","110,03","108,63","9,24M","0,42%"
"26.11.2018","109,26","107,72","109,98","107,45","13,95M","2,45%"
"23.11.2018","106,65","106,74","107,39","106,06","6,49M","-0,92%"
"21.11.2018","107,64","109,03","109,61","107,64","10,62M","-0,75%"
"20.11.2018","108,45","109,78","110,49","107,98","18,94M","-2,15%"
"19.11.2018","110,83","109,96","111,20","109,53","13,99M","0,76%"
"16.11.2018","109,99","109,45","110,76","108,55","13,80M","-0,07%"
"15.11.2018","110,07","108,24","110,08","106,81","19,10M","2,55%"
"14.11.2018","107,33","110,23","110,71","105,98","18,36M","-2,06%"
"13.11.2018","109,59","109,10","111,12","109,10","13,75M","0,59%"
"12.11.2018","108,95","111,42","111,94","108,60","13,28M","-2,10%"
"09.11.2018","111,29","112,23","112,36","110,83","10,43M","-0,97%"
"08.11.2018","112,38","111,01","112,92","111,00","11,66M","0,81%"
"07.11.2018","111,48","110,37","111,73","109,35","12,68M","1,72%"
"06.11.2018","109,60","108,67","109,67","107,76","10,82M","0,47%"
"05.11.2018","109,09","108,61","109,29","108,42","10,28M","0,66%"
"02.11.2018","108,38","109,90","110,81","107,49","19,01M","-0,55%"
"01.11.2018","108,98","109,62","110,22","108,32","13,07M","-0,04%"
"31.10.2018","109,02","108,08","110,48","107,79","20,86M","2,17%"
"30.10.2018","106,70","105,71","106,98","104,86","18,02M","1,76%"
"29.10.2018","104,85","104,46","106,63","103,70","18,45M","1,38%"
"26.10.2018","103,42","104,00","104,56","102,73","19,17M","-1,37%"
"25.10.2018","104,86","104,18","105,90","103,72","17,46M","1,52%"
"24.10.2018","103,29","104,76","105,03","102,91","23,17M","-1,86%"
"23.10.2018","105,25","104,20","106,16","103,70","21,41M","-1,04%"
"22.10.2018","106,36","108,15","108,34","106,11","16,20M","-1,44%"
"19.10.2018","107,91","107,65","109,22","107,27","15,23M","-0,17%"
"18.10.2018","108,09","109,02","109,84","107,81","17,58M","-1,58%"
"17.10.2018","109,83","108,38","110,80","108,23","18,79M","1,11%"
"16.10.2018","108,62","107,16","108,78","106,73","19,30M","2,14%"
"15.10.2018","106,34","107,20","108,85","106,32","18,90M","-0,57%"
"12.10.2018","106,95","110,37","110,83","105,60","32,08M","-1,09%"
"11.10.2018","108,13","110,97","111,47","107,38","33,71M","-3,00%"
"10.10.2018","111,47","114,70","114,95","111,47","23,09M","-2,66%"
"09.10.2018","114,52","114,67","115,03","113,67","14,07M","-0,69%"
"08.10.2018","115,32","114,25","115,78","113,35","14,37M","0,61%"
"05.10.2018","114,62","115,83","116,10","114,02","13,78M","-0,56%"
"04.10.2018","115,27","114,55","116,81","114,21","16,36M","0,20%"
"03.10.2018","115,04","114,94","115,66","114,48","17,14M","0,94%"
"02.10.2018","113,97","113,36","114,12","112,81","13,75M","0,41%"
"01.10.2018","113,50","113,37","114,61","113,04","10,15M","0,58%"
"28.09.2018","112,84","113,65","114,24","112,52","15,82M","-1,47%"
"27.09.2018","114,52","115,42","115,76","114,16","13,28M","-0,43%"
"26.09.2018","115,02","116,75","116,87","114,66","14,02M","-1,18%"
"25.09.2018","116,39","117,04","117,97","116,32","9,31M","-0,28%"
"24.09.2018","116,72","117,76","118,46","116,43","12,49M","-0,96%"
"21.09.2018","117,85","119,13","119,23","117,74","24,79M","-0,66%"
"20.09.2018","118,63","118,50","119,24","118,08","15,59M","0,86%"
"19.09.2018","117,62","114,44","118,06","114,44","16,05M","2,90%"
"18.09.2018","114,30","114,33","114,66","113,56","7,94M","0,40%"
"17.09.2018","113,84","113,79","114,43","113,30","9,56M","0,30%"
"14.09.2018","113,50","113,81","114,49","113,23","10,34M","-0,02%"
"13.09.2018","113,52","113,37","114,13","112,67","12,47M","0,39%"
"12.09.2018","113,08","114,25","114,88","112,85","10,80M","-1,18%"
"11.09.2018","114,43","113,54","114,58","113,18","9,33M","0,63%"
"10.09.2018","113,71","114,85","114,97","113,66","8,28M","-0,53%"
"07.09.2018","114,32","114,50","114,77","113,63","10,96M","0,19%"
"06.09.2018","114,10","114,50","114,70","113,50","9,88M","-0,43%"
"05.09.2018","114,59","115,00","115,70","114,25","11,46M","-0,49%"
"04.09.2018","115,15","114,34","115,24","113,63","10,17M","0,50%"
"31.08.2018","114,58","114,83","114,84","113,82","13,07M","-0,53%"
"30.08.2018","115,19","115,59","116,04","114,98","8,99M","-0,49%"
"29.08.2018","115,76","116,35","116,37","115,36","7,22M","-0,33%"
"28.08.2018","116,14","117,00","117,03","115,97","8,30M","-0,49%"
"27.08.2018","116,71","115,22","117,28","115,17","13,77M","1,77%"
"24.08.2018","114,68","114,98","115,22","114,45","8,85M","-0,04%"
"23.08.2018","114,73","114,96","115,15","114,43","9,27M","-0,21%"
"22.08.2018","114,97","115,31","115,41","114,78","8,31M","-0,30%"
"21.08.2018","115,32","115,37","116,39","114,88","10,98M","0,61%"
"20.08.2018","114,62","114,59","115,05","114,11","8,62M","-0,13%"
"17.08.2018","114,77","114,64","115,07","114,30","8,51M","0,00%"
"16.08.2018","114,77","114,35","115,31","114,30","10,12M","0,94%"
"15.08.2018","113,70","113,82","114,33","112,97","10,15M","-0,83%"
"14.08.2018","114,65","114,27","115,04","113,65","10,60M","0,67%"
"13.08.2018","113,89","115,56","115,88","113,81","10,34M","-1,59%"
"10.08.2018","115,73","115,50","115,95","114,68","12,63M","-0,98%"
"09.08.2018","116,88","117,51","117,72","116,69","9,69M","-0,77%"
"08.08.2018","117,79","117,33","118,27","117,28","9,00M","0,20%"
"07.08.2018","117,55","117,74","118,29","117,33","10,56M","0,37%"
"06.08.2018","117,12","116,79","117,53","116,18","9,86M","0,03%"
"03.08.2018","117,09","116,00","117,13","115,94","11,02M","0,81%"
"02.08.2018","116,15","114,57","116,25","114,33","11,06M","0,42%"
"01.08.2018","115,66","115,75","116,69","115,28","13,53M","0,62%"
"31.07.2018","114,95","117,08","117,08","114,82","15,84M","-1,52%"
"30.07.2018","116,73","116,28","117,61","116,06","13,41M","0,60%"
"27.07.2018","116,03","115,18","116,30","114,81","12,81M","1,03%"
"26.07.2018","114,85","115,42","115,58","114,58","11,90M","-0,29%"
"25.07.2018","115,18","113,88","115,52","113,38","13,33M","0,90%"
"24.07.2018","114,15","113,55","114,78","113,42","14,00M","0,71%"
"23.07.2018","113,35","111,06","114,24","110,93","18,14M","1,86%"
"20.07.2018","111,28","110,00","111,74","109,78","13,58M","1,26%"
"19.07.2018","109,89","111,06","111,09","109,73","16,78M","-1,47%"
"18.07.2018","111,53","110,42","112,12","110,20","14,24M","0,93%"
"17.07.2018","110,50","110,69","110,93","109,75","14,82M","-0,07%"
"16.07.2018","110,58","107,05","110,77","106,98","24,66M","3,97%"
"13.07.2018","106,36","107,30","107,80","105,14","21,30M","-0,46%"
"12.07.2018","106,85","107,42","107,56","105,97","12,46M","0,43%"
"11.07.2018","106,39","106,31","107,06","106,21","10,19M","-0,22%"
"10.07.2018","106,62","108,02","108,40","106,53","14,58M","-0,62%"
"09.07.2018","107,28","104,71","107,46","104,71","13,90M","3,09%"
"06.07.2018","104,06","103,12","104,50","102,20","12,17M","0,33%"
"05.07.2018","103,72","104,13","104,38","103,53","10,72M","0,11%"
"03.07.2018","103,61","105,41","105,78","103,52","8,31M","-1,40%"
"02.07.2018","105,08","103,72","105,09","103,38","11,13M","0,84%"
"29.06.2018","104,20","106,68","106,90","104,15","18,97M","-0,70%"
"28.06.2018","104,93","103,68","105,46","103,51","14,49M","1,64%"
"27.06.2018","103,24","104,68","105,92","103,23","16,28M","-1,54%"
"26.06.2018","104,86","104,71","105,21","103,11","17,09M","0,07%"
"25.06.2018","104,79","105,66","105,70","103,96","16,91M","-0,91%"
"22.06.2018","105,75","108,16","108,37","105,51","19,94M","-1,64%"
"21.06.2018","107,51","107,10","108,21","106,53","11,05M","-0,03%"
"20.06.2018","107,54","108,18","108,64","107,44","8,88M","-0,01%"
"19.06.2018","107,55","106,90","107,88","106,60","12,71M","-0,58%"
"18.06.2018","108,18","107,26","108,40","106,69","9,79M","0,26%"
"15.06.2018","107,90","107,80","108,38","106,27","26,03M","-0,12%"
"14.06.2018","108,03","110,28","110,36","107,78","20,49M","-1,76%"
"13.06.2018","109,97","110,46","111,44","109,58","14,98M","-0,20%"
"12.06.2018","110,19","111,14","111,53","109,52","15,29M","-0,58%"
"11.06.2018","110,83","111,12","111,91","110,77","12,64M","-0,25%"
"08.06.2018","111,11","110,62","111,14","110,06","10,38M","0,28%"
"07.06.2018","110,80","111,18","111,50","110,03","13,44M","0,40%"
"06.06.2018","110,36","108,66","110,74","108,48","15,45M","2,34%"
"05.06.2018","107,84","108,24","108,31","107,07","10,42M","-0,56%"
"04.06.2018","108,45","108,99","109,25","108,27","9,42M","0,05%"
"01.06.2018","108,40","108,34","108,94","107,80","13,59M","1,30%"
"31.05.2018","107,01","107,95","108,19","106,42","19,81M","-1,24%"
"30.05.2018","108,35","107,64","108,60","106,65","17,49M","2,28%"
"29.05.2018","105,93","109,18","109,20","104,95","30,64M","-4,27%"
"25.05.2018","110,66","110,46","111,08","110,19","8,28M","-0,51%"
"24.05.2018","111,23","112,14","112,15","110,11","14,08M","-1,12%"
"23.05.2018","112,49","112,51","112,77","111,12","11,45M","-0,46%"
"22.05.2018","113,01","112,35","114,29","112,29","11,51M","0,77%"
"21.05.2018","112,15","112,05","112,54","111,92","9,44M","0,92%"
"18.05.2018","111,13","112,75","112,80","110,84","11,81M","-1,62%"
"17.05.2018","112,96","113,20","113,41","112,20","8,62M","-0,34%"
"16.05.2018","113,34","112,89","113,69","112,63","7,57M","0,27%"
"15.05.2018","113,03","113,91","113,91","112,57","11,54M","-0,76%"
"14.05.2018","113,90","114,11","114,70","113,74","8,71M","0,04%"
"11.05.2018","113,86","114,49","114,73","113,67","10,25M","-0,38%"
"10.05.2018","114,29","113,19","114,44","112,75","9,16M","0,78%"
"09.05.2018","113,41","111,44","113,64","111,03","11,37M","2,18%"
"08.05.2018","110,99","109,53","111,34","109,28","12,54M","1,48%"
"07.05.2018","109,37","108,76","109,68","108,36","9,36M","0,87%"
"04.05.2018","108,43","106,43","108,74","105,98","11,97M","1,11%"
"03.05.2018","107,24","107,59","107,77","105,18","15,38M","-0,63%"
"02.05.2018","107,92","108,11","109,49","107,73","12,16M","-0,79%"
"01.05.2018","108,78","108,45","108,97","107,54","10,50M","0,00%"
"30.04.2018","108,78","109,75","110,30","108,75","13,74M","-0,57%"
"27.04.2018","109,40","109,55","110,16","109,13","9,38M","-0,64%"
"26.04.2018","110,10","109,97","110,82","109,34","10,30M","0,10%"
"25.04.2018","109,99","110,27","110,53","108,60","13,55M","-0,38%"
"24.04.2018","110,41","111,75","112,90","109,59","16,45M","-0,47%"
"23.04.2018","110,93","111,57","111,95","110,63","11,29M","-0,48%"
"20.04.2018","111,47","112,30","112,74","110,88","15,58M","-0,22%"
"19.04.2018","111,72","109,53","111,87","109,50","17,91M","2,20%"
"18.04.2018","109,32","110,53","111,07","108,89","16,08M","-0,81%"
"17.04.2018","110,21","111,37","111,92","109,99","15,50M","0,00%"
"16.04.2018","110,21","110,94","111,47","109,79","16,58M","-0,08%"
"13.04.2018","110,30","115,02","115,15","109,05","39,15M","-2,71%"
"12.04.2018","113,37","111,56","114,39","111,50","16,44M","2,49%"
"11.04.2018","110,62","111,66","111,81","110,52","14,50M","-1,68%"
"10.04.2018","112,51","112,13","112,87","111,42","14,00M","1,91%"
"09.04.2018","110,40","110,01","112,98","109,89","15,97M","1,20%"
"06.04.2018","109,09","110,55","111,55","107,82","18,91M","-2,49%"
"05.04.2018","111,88","111,63","112,83","111,39","16,63M","0,80%"
"04.04.2018","110,99","107,10","111,21","107,02","15,30M","1,52%"
"03.04.2018","109,33","108,36","109,50","107,26","14,05M","1,37%"
"02.04.2018","107,85","109,96","110,73","106,08","18,82M","-1,93%"
"29.03.2018","109,97","108,50","110,78","107,78","13,27M","1,82%"
"28.03.2018","108,00","108,28","109,17","106,65","19,19M","-0,16%"
"27.03.2018","108,17","111,07","111,69","107,30","18,04M","-1,94%"
"26.03.2018","110,31","109,19","111,16","108,64","20,22M","3,08%"
"23.03.2018","107,01","110,27","110,92","106,76","23,08M","-2,67%"
"22.03.2018","109,95","113,20","113,60","109,54","22,55M","-4,17%"
"21.03.2018","114,74","114,81","116,63","114,21","13,63M","0,09%"
"20.03.2018","114,64","114,87","115,44","114,44","9,92M","0,10%"
"19.03.2018","114,53","115,10","115,45","113,30","13,21M","-0,79%"
"16.03.2018","115,44","115,34","116,60","115,34","19,89M","0,17%"
"15.03.2018","115,24","115,87","116,00","114,83","8,75M","0,25%"
"14.03.2018","114,95","116,56","116,59","114,60","12,91M","-1,12%"
"13.03.2018","116,25","118,20","118,47","115,83","13,31M","-1,20%"
"12.03.2018","117,66","118,00","118,75","117,25","12,34M","-0,32%"
"09.03.2018","118,04","116,55","118,08","115,67","15,37M","2,88%"
"08.03.2018","114,74","115,11","115,23","113,21","11,17M","0,01%"
"07.03.2018","114,73","113,75","115,10","113,11","13,01M","-0,37%"
"06.03.2018","115,16","115,64","115,82","114,32","10,67M","0,09%"
"05.03.2018","115,06","112,05","115,92","111,89","13,93M","1,54%"
"02.03.2018","113,32","112,39","113,56","111,12","18,35M","-0,10%"
"01.03.2018","113,43","115,48","116,64","112,65","18,69M","-1,79%"
"28.02.2018","115,50","117,82","118,49","115,34","17,74M","-1,58%"
"27.02.2018","117,36","118,91","119,33","117,35","17,56M","-1,19%"
"26.02.2018","118,77","118,14","118,90","117,32","16,51M","1,24%"
"23.02.2018","117,31","115,31","117,39","115,31","12,16M","2,03%"
"22.02.2018","114,98","115,50","116,42","114,76","17,07M","-0,18%"
"21.02.2018","115,19","115,00","117,45","114,67","14,21M","0,42%"
"20.02.2018","114,71","114,65","115,39","113,97","13,46M","0,03%"
"16.02.2018","114,68","114,55","116,07","114,50","13,21M","-0,72%"
